Park Name,slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Park Header,Park type,Description,Street Address,latitude,longitude,City,Province,Postal Code,Fenced,Separate Small Dog Area,Surface type,Size,Water source available,Benches,Shaded area,Waste bins,Bag Dispensers,Parking Available,Washrooms nearby,Operating hours,Seasonal Restrictions,Park Website or Source,Google Maps Link,Tags,Notes / Comments,Intro Paragraph,Media,Reviewed On,Meta Title,Meta Description,Dog Park FAQs,Park Rules,Public Notes
Swift Current Off-Leash Dog Park,swift-current-off-leash-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871cbbe8031626972fa596e,false,false,Sat Jul 12 2025 02:43:10 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 02:47:34 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 03:27:49 GMT+0000 (Coordinated Universal Time),Swift Current Off-Leash Dog Park | Swift Current Dog Park,Park,<p>Swift Current Off-Leash Dog Park is a large fenced community-supported off-leash space east of Highway 4 at the end of Hillcrest Drive.</p>,Hillcrest Dr & Hwy 4,50.2844,-107.81,Swift Current,Saskatchewan,S9H 3X6,Yes,No,Open grass and prairie-style ground surfaces,Large fenced area,Unknown - verify on arrival,Unknown - verify on arrival,Minimal - verify on arrival,Expected at entrance or main access - verify on arrival,Unknown - verify on arrival,Yes - verify access near Hillcrest Drive entrance,Unknown - verify on arrival,Year-round access noted by city; verify posted hours on arrival,Check posted rules and city updates,https://www.swiftcurrent.ca/i-want-to/find/off-leash-dog-park,https://www.google.com/maps/search/?api=1&query=Swift+Current+Off-Leash+Dog+Park+Hillcrest+Drive+Highway+4+Swift+Current+SK,"off-leash,fenced,community-supported,swift-current","<p>Primary source: https://www.swiftcurrent.ca/i-want-to/find/off-leash-dog-park. Supporting sources: https://www.swiftcurrent.ca/divisions/planning-growth-development/permits-and-licences/animal-licences/frequently-asked-questions-for-dog-owners, https://www.swiftcurrent.ca/divisions/planning-growth-development/permits-and-licences/animal-licences/animal-pest-control, https://www.swiftcurrent.ca/divisions/planning-growth-development/permits-and-licences/animal-licences, and https://www.swiftcurrent.ca/Home/Components/News/News/2260/. Reviewed on July 30, 2026.</p>","<p>Swift Current Off-Leash Dog Park is a large fenced park on the <strong>east side of Highway 4 at the end of Hillcrest Drive</strong>, where dogs can roam, run, and play in a dedicated off-leash space.</p>",,2026-07-30,Swift Current Off-Leash Dog Park | Swift Current Dog Park | LeashFree.ca,"Source-backed guide to Swift Current Off-Leash Dog Park, including the official location east of Highway 4 at the end of Hillcrest Drive, fenced open space, volunteer-supported development, and current city dog-owner rules.",,,
Taradale Off-Leash Area,taradale-off-leash-area,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,683b175df5908465c85c2145,false,false,Sat May 31 2025 14:51:09 GMT+0000 (Coordinated Universal Time),Sat May 31 2025 14:51:09 GMT+0000 (Coordinated Universal Time),Sun Jun 01 2025 00:16:54 GMT+0000 (Coordinated Universal Time),Taradale Off-Leash Area (NE Calgary),Leash Free,<p>This neighborhood off-leash park offers open grassy fields with a few trees and mounds. It is located along Taradale Drive NE and is a popular space for local residents and their dogs.</p>,250 Taradale Dr NE,,,Calgary,Alberta,T3J 4R6,No,No,Grass,Approx. 2.5 acres,No,No,,Yes,,Street parking nearby,No,5:00 AM to 11:00 PM,,https://www.calgary.ca/parks/off-leash-locations.html,"https://www.google.com/maps/place/250+Taradale+Dr+NE,+Calgary,+AB+T3J+4R6","off-leash, NE Calgary, Taradale, open space",<p>Popular community off-leash space with natural features and local access.</p>,"<p>Located in the Taradale neighborhood, this off-leash park provides a relaxed and accessible area for dogs to play off leash.</p>",,,,,,,
Taylor Park,taylor-park-burnaby,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871b849e08c7aa6b561ec74,false,false,Sat Jul 12 2025 01:20:09 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 01:20:32 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 01:27:16 GMT+0000 (Coordinated Universal Time),Taylor Park Dog Off-Leash Area | Burnaby,Leash Free,<p>Taylor Park is an official fenced Burnaby dog off-leash area at 7599 Mission Avenue with year-round access inside a larger community park.</p>,7599 Mission Avenue,49.1992,-122.9629,Burnaby,British Columbia,V3N 5C7,Yes,No,Grass within fenced enclosure,Neighbourhood off-leash enclosure within larger park,Unknown - verify on arrival,Park seating likely - verify on arrival,Some tree cover - verify on arrival,Yes - verify exact placement on arrival,Unknown - verify on arrival,Nearby park access - verify on arrival,Yes - accessible washroom,Dawn to dusk,Year-round access,https://www.burnaby.ca/explore-outdoors/parks/taylor-park,https://www.google.com/maps/search/?api=1&query=7599+Mission+Avenue+Burnaby+BC,"off-leash,burnaby,fenced,year-round,taylor-park","<p>Primary sources: https://www.burnaby.ca/explore-outdoors/dog-off-leash-areas and the City of Burnaby Taylor Park page. Reviewed on August 2, 2026.</p>","<p>Taylor Park is one of Burnaby&apos;s official dog off-leash locations, with a <strong>fenced enclosure</strong> at <strong>7599 Mission Avenue</strong> inside a larger multi-use community park.</p>",,2026-08-02,Taylor Park Dog Off-Leash Area | Burnaby | LeashFree.ca,"Source-backed guide to Taylor Park in Burnaby, including the official fenced year-round dog off-leash enclosure, 7599 Mission Avenue address, and broader park amenities.",,,
Tecumseh Park,tecumseh-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6838bee7e03210dd8f95533a,false,false,Thu May 29 2025 20:09:11 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:37:11 GMT+0000 (Coordinated Universal Time),Thu May 29 2025 23:38:18 GMT+0000 (Coordinated Universal Time),Tecumseh Park (off-leash dog park),Leash Free,"<p>Tecumseh Park stands out as one of Vancouver's designated off-leash parks in BC. With an area of approximately 19788 square meters, this park offers a grass environment for pets to explore. Dog owners will appreciate the park’s 5 AM to 10 AM &amp; 5 PM to 10 PM access and how it includes comfortable benches, offers shady spots, and is close to limited facilities. Does not include water access. It’s a great space to let your pup roam and meet other dogs.</p>",1751 E 45th Avenue Vancouver B,,,Vancouver,BC,,No,,Grass,,No,Yes,Yes,No,,,No,5 AM to 10 AM & 5 PM to 10 PM,,,,,,"<p>Tecumseh Park is a well-loved off-leash dog park in Vancouver. This park features a grass surface and an open space for dogs to roam freely. It provides no water access, minimal shade, and limited seating, making it a great destination for local dog owners to relax and let their pets socialize.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6838bf6130c1a241f2ffa462_weimaraners-in-sunny-dog-park-grassy-field.png,,,,,,
Terwillegar Off-Leash Dog Park,terwillegar-off-leash-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871bb6a77f454c5d994f3fc,false,false,Sat Jul 12 2025 01:33:30 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 01:37:56 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 03:27:49 GMT+0000 (Coordinated Universal Time),Terwillegar Off-Leash Dog Park | Edmonton Dog Park,Park,"<p>Terwillegar Off-Leash Dog Park is a large natural river-valley off-leash area in Edmonton with trails, footbridge access, and open terrain beside the North Saskatchewan River.</p>",10 Rabbit Hill Road,53.4794,-113.5929,Edmonton,Alberta,T6R 2V7,No,No,"Natural grass, dirt, and multi-use river valley trails",Very large natural off-leash area,River access present; potable dog water not confirmed,Unknown - verify on arrival,Yes - tree cover along parts of the trail system,Yes - verify exact placement on arrival,Unknown - verify on arrival,Yes,Portable toilet,5am-11pm,Check posted city notices and trail conditions,https://www.edmonton.ca/activities_parks_recreation/parks_rivervalley/terwillegar-park,https://www.google.com/maps/search/?api=1&query=10+Rabbit+Hill+Road+Edmonton+AB,"off-leash,river-valley,trails,footbridge,edmonton","<p>Primary sources: https://www.edmonton.ca/activities_parks_recreation/parks_rivervalley/terwillegar-park, https://www.edmonton.ca/activities_parks_recreation/parks_rivervalley/off-leash-sites, and https://www.edmonton.ca/activities_parks_recreation/parks_rivervalley/terwillegar-park-footbridge. Supporting source: https://www.edmonton.ca/residential_neighbourhoods/pets_wildlife/pet-licences-for-residents. Reviewed on July 30, 2026.</p>","<p>Terwillegar Off-Leash Dog Park is Edmonton&apos;s largest river-valley off-leash destination, with expansive natural terrain on the <strong>south bank of the North Saskatchewan River</strong> at <strong>10 Rabbit Hill Road</strong>.</p>",,2026-07-30,Terwillegar Off-Leash Dog Park | Edmonton Dog Park | LeashFree.ca,"Source-backed guide to Terwillegar Off-Leash Dog Park in Edmonton, including the official Rabbit Hill Road location, river valley trails, footbridge access, hours, amenities, and current off-leash rules.",,,
The Aud Neighbourhood Dog Park,the-aud-neighbourhood-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68560f78aa3ef47030c9a540,false,false,Sat Jun 21 2025 01:48:40 GMT+0000 (Coordinated Universal Time),Sat Jun 21 2025 01:51:14 GMT+0000 (Coordinated Universal Time),Sat Jun 21 2025 01:54:30 GMT+0000 (Coordinated Universal Time),The Aud Neighbourhood Dog Park (Leash-Free Dog Area),Leash Free,"<p>Located beside The Aud, this dog park provides a practical fenced area for local dog owners. It offers a secure setting with waste stations and parking nearby.</p>",400 East Avenue,43.449687235298995,-80.46487105444282,Kitchener,Ontario,,Yes,No,Grass,Small,No,Yes,Limited,Yes,Yes,Yes,No,6am - 11pm,None,https://www.kitchener.ca/en/things-to-do/dog-parks.aspx,"https://www.google.com/maps/place/The+Aud+Neighbourhood+Leash+Free+Dog+Park/@43.4490427,-80.4668693,18z/data=!4m6!3m5!1s0x882bf500986bea6f:0x336ea1791b743c7a!8m2!3d43.4495715!4d-80.4648892!16s%2Fg%2F11gmwz1g9z!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MDYxNy4wIKXMDSoASAFQAw%3D%3D","off-leash, fenced, urban access",<p>Convenient for nearby residents and visitors to The Aud.</p>,<p>The Aud Neighbourhood Dog Park is a handy option for leash-free fun located right next to Kitchener’s iconic auditorium.</p>,,,,,,,
Thompson Street Parkette,thompson-street-parkette,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,684343e1d6f637062419e0e5,false,false,Fri Jun 06 2025 19:39:13 GMT+0000 (Coordinated Universal Time),Fri Jun 06 2025 19:42:54 GMT+0000 (Coordinated Universal Time),Sat Jun 14 2025 00:09:21 GMT+0000 (Coordinated Universal Time),Thompson Street Parkette (Leash-Free Dog Area),Leash Free,"<p>A cozy, residential parkette in Toronto’s Leslieville area, Thompson Street Parkette offers a small fenced space for off-leash dog activity. This community-maintained spot provides waste bins and basic seating, making it ideal for brief outings.</p>",51 Thompson Street,43.65933288471122,-79.35052197545544,Toronto,Ontario,M4M 1L6,Yes,No,Dirt and gravel,Approx. 0.1 acres,No,Yes,Minimal,Yes,Yes,Street parking,No,7:00 AM – 9:00 PM,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=1472,"https://www.google.com/maps/place/Thompson+Street+Parkette,+120+Broadview+Ave,+Toronto,+ON+M4M+2E9/@43.6593993,-79.3509002,20z/data=!4m6!3m5!1s0x89d4cb6c3fa09057:0xf0f3f7840b7f3d7e!8m2!3d43.6593149!4d-79.350516!16s%2Fg%2F11bvtc6bvv?entry=ttu&g_ep=EgoyMDI1MDYwMy4wIKXMDSoASAFQAw%3D%3D","small, fenced, benches, local","<p>One of the smaller dog parks in the city, mainly for nearby residents.</p>","<p>Thompson Street Parkette offers a modest, fenced-off area in the heart of Leslieville, perfect for short, local off-leash breaks.</p>",,,,,,,
Thomson Memorial Park,thomson-memorial-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,684341accaaa9c7e3fc45498,false,false,Fri Jun 06 2025 19:29:48 GMT+0000 (Coordinated Universal Time),Fri Jun 06 2025 19:33:09 GMT+0000 (Coordinated Universal Time),Sat Jun 14 2025 00:09:21 GMT+0000 (Coordinated Universal Time),Thomson Memorial Park (Leash-Free Dog Area),Dogs Allowed,"<p>Thomson Memorial Park is a large Scarborough green space that features a fully fenced off-leash area. The dog park is separated into two sections for large and small breeds, with open grass areas, benches, and nearby trails perfect for a full outing.</p>",1005 Brimley Road South,43.75617828070024,-79.25407276600039,Toronto,Ontario,M1P 3E9,Yes,Yes,Grass,Approx. 0.5 acres,No,,Yes,Yes,Yes,Yes (park lot),Yes,7:00 AM – 9:00 PM,None,https://www.toronto.ca/explore-enjoy/parks-recreation/places-spaces/parks-and-recreation-facilities/location/?id=543,"https://www.google.com/maps/place/Thomson+Memorial+Park+Dogs+Off-Leash+Area/@43.7581969,-79.2564009,17z/data=!4m14!1m7!3m6!1s0x89d4d1c8a00a41e5:0x7bfe04e31df453e2!2sThomson+Memorial+Park!8m2!3d43.7581931!4d-79.253826!16zL20vMDlyaDM5!3m5!1s0x89d4d1c8d193bb45:0x48155a5d535b6a1!8m2!3d43.7559432!4d-79.2541752!16s%2Fg%2F11f3jmc2b6?entry=ttu&g_ep=EgoyMDI1MDYwMy4wIKXMDSoASAFQAw%3D%3D","fenced, large & small dog areas, parking, Scarborough",<p>One of Scarborough’s most popular and well-maintained leash-free zones.</p>,"<p id="""">Thomson Memorial Park in Scarborough offers a spacious, well-equipped leash-free area with separate zones for large and small dogs, making it a top choice for east-end dog owners.</p><p>‍</p>",,,,,,,
Three Mile Bend Recreation Area,three-mile-bend-recreation-area,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6871be8de1c1fed237a20028,false,false,Sat Jul 12 2025 01:46:53 GMT+0000 (Coordinated Universal Time),Mon Aug 17 2026 12:00:00 GMT+0000 (Coordinated Universal Time),Sat Jul 12 2025 03:27:49 GMT+0000 (Coordinated Universal Time),Three Mile Bend Recreation Area,Leash Free,"<p>Red Deer's current dedicated off-leash page is much stronger. The city describes Three Mile Bend as a 55 hectare natural area that supports multiple outdoor uses, not just dog walking, and places it on the North Bank Trail adjacent to the Red Deer River. The same page lists canoeing ponds, a canoe and kayak boardwalk, picnic area, remote control car track, freestyle ski jump, off-leash dog area, and trails, which gives visitors a more realistic sense of the broader setting.Red Deer says dogs must have a current licence, must not chase wildlife, must interact well with other dogs and owners, and must come immediately when called. Owners must keep dogs on leash until inside the fenced area, have a leash in possession at all times, and keep the dog within sight and under verbal control. The city also asks owners to keep vaccinations up to date, clean up after their dogs, fill any holes dogs dig, and remove dogs if there are signs of aggression. Those rules are especially relevant here because Three Mile Bend is a large natural area with water, trails, and mixed recreational use.</p><p>Recent city notices add useful maintenance context. Red Deer temporarily closed Three Mile Bend on October 7 and 8, 2024 for park maintenance, announced temporary wetland restoration work beginning November 26, 2024, and posted temporary trail closures in December 2024 for overhead powerline branch clearing. Those dates are now in the past as of Monday, August 17, 2026, but they show the area is actively managed and that temporary access disruptions can happen.</p>","76 Street, accessed from Riverside Drive",,,Red Deer,Alberta,,Yes - dogs stay leashed until inside the fenced area,Unknown,"Natural trails, grass, and pond-side recreation area",55 hectares,Yes - ponds and nearby river setting,Unknown,Yes - natural tree cover in parts of the area,Unknown,Unknown,Unknown,Unknown,,Temporary maintenance or trail closures may occur,https://secure.reddeer.ca/recreation-and-culture/outdoor-recreation/year-round-activities/off-leash-dog-parks/three-mile-bend-recreation-area---off-leash-park/,https://www.google.com/maps/search/?api=1&query=Three+Mile+Bend+Recreation+Area+Red+Deer+AB,"off-leash,natural-area,red-deer-river,canoe-ponds","<p>Primary sources reviewed on August 17, 2026: https://www.reddeer.ca/recreation-and-culture/outdoor-recreation/year-round-activities/off-leash-dog-parks/ ; https://secure.reddeer.ca/recreation-and-culture/outdoor-recreation/year-round-activities/off-leash-dog-parks/three-mile-bend-recreation-area---off-leash-park/ ; https://www.reddeer.ca/city-government/policies/pets-in-public-facilities-and-public-spaces/ ; https://www.reddeer.ca/whats-happening/news-room/news-archive/2024-news-archive/october-2024-news-archive/temporary-park-closure-at-three-mile-bend.html ; https://www.reddeer.ca/whats-happening/news-room/news-archive/2024-news-archive/november-2024-news-archive/temporary-wetland-restoration-construction-at-three-mile-bend.html ; and https://www.reddeer.ca/whats-happening/news-room/news-archive/2024-news-archive/december-2024-news-archive/trail-closures-at-three-mile-bend.html . These sources support the 55 hectare natural area description, 76 Street access from Riverside Drive, the listed site features, current dog-park requirements, and the 2024 closure and maintenance notices.</p>",<p>Three Mile Bend Recreation Area is one of Red Deer's official off-leash dog destinations and part of a much larger natural recreation area on the North Bank Trail beside the Red Deer River. The city's current off-leash page says the site covers 55 hectares and is accessed from 76 Street via Riverside Drive.</p>,,Mon Aug 17 2026 12:00:00 GMT+0000 (Coordinated Universal Time),"Three Mile Bend Recreation Area | Red Deer, AB | LeashFree.ca","Source-backed guide to Three Mile Bend Recreation Area in Red Deer, including the 76 Street access from Riverside Drive, 55-hectare natural setting, canoe ponds, boardwalk, picnic area, trails, fenced off-leash entry rules, and recent maintenance closure context.",,,
Pat Culhane Dog Park,thurlow-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68657bf13efe20c0b760c858,false,false,Wed Jul 02 2025 18:35:29 GMT+0000 (Coordinated Universal Time),Wed Jul 02 2025 18:40:09 GMT+0000 (Coordinated Universal Time),Wed Jul 02 2025 18:53:15 GMT+0000 (Coordinated Universal Time),Pat Culhane Dog Park (Thurlow),Leash Free,"<h2>Use the Farnham Road entrance</h2>
<p>Pat Culhane Dog Park is at 427 Farnham Road in Belleville. The municipal park map places it on the northeast corner of Maitland Drive and Farnham Road.</p>
<h2>Compact, divided off-leash space</h2>
<p>The current City park polygon covers 0.42487966 hectares, or about 1.05 acres. The dog park is enclosed by perimeter fencing and has an interior separation for small dogs, giving visitors distinct large- and small-dog sections. Use the appropriate section, close each gate behind you and keep a leash ready for entry and exit.</p>
<h2>Rules for handlers</h2>
<p>Keep your dog under control throughout the visit and prevent chasing, fighting or damage. Pick up waste immediately and dispose of it properly. Belleville requires every dog older than three months to be registered with the City and to wear a valid dog tag.</p>
<h2>Plan around unlisted amenities</h2>
<p>The City does not currently publish dedicated dog-park hours or a complete list of surfaces, drinking water, seating, shade, waste fixtures, parking or washrooms for this site. Check posted signs and temporary notices when you arrive, and bring drinking water, waste bags and a leash.</p>",427 Farnham Road,44.2070609970,-77.3944479724,Belleville,Ontario,,Yes,Yes,Not published,Approximately 0.425 hectares (1.05 acres),Not published; bring water,Not published,Not published,Not published,Not published; bring waste bags,Not published; verify before relying on parking,Not published,No dedicated dog-park hours published,"Follow posted opening, closing and temporary restriction notices",https://gis.belleville.ca/arcgis/rest/services/BV_GIS/Parkland/MapServer/0,,"leash-free,fenced,small-dog-area,belleville","Research reviewed 2026-08-28. Confirmed: current official name Pat Culhane Dog Park; 427 Farnham Road at the northeast corner of Maitland Drive and Farnham Road; City ownership; current 0.42487966-hectare park polygon; 2021 City construction award for perimeter fencing, inner small-dog separation, AODA-compliant pedestrian gate openings and double-gated equipment openings; official dedication on 2021-10-29; current licence/tag rule for dogs over three months; control and immediate cleanup duties. Reasonable inference: polygon centroid 44.2070609970, -77.3944479724 is the best stable map point; the established Thurlow route should introduce the current official name; the awarded construction and subsequent dedication support fenced large- and small-dog sections. Unknown: dedicated hours, postal code, current surfaces, water, benches, shade, waste fixtures, bag dispensers, parking, washrooms, temporary closures and whether every tendered gate retains its original configuration. Sources: https://gis.belleville.ca/arcgis/rest/services/BV_GIS/Parkland/MapServer/0 | https://belleville.bidsandtenders.ca/Module/Tenders/en/Tender/Detail/e369b7ad-21c7-4773-af22-21fcf342d6f6 | https://www.belleville.ca/en/resourcesGeneral/Magazine/BELLEVILLE-MAGAZINE-Dec.-2021.pdf | https://www.belleville.ca/en/resources/PRMP/City-of-Belleville-PRMP-Phase-1-ReportRevisedJan2022.pdf | https://www.belleville.ca/home-and-property/by-law-and-animal-services/commonly-requested-by-laws/ | https://www.belleville.ca/home-and-property/by-law-and-animal-services/animal-and-pet-services/dog-tags-and-licences/ | https://www.belleville.ca/learn-and-play/facilities-and-rentals/community-centres/. Source variation: legacy 516 Harmony Road is the community centre; a non-municipal 2.6-acre report differs from the current City polygon and matching City master-plan value, so the current municipal geometry controls. Image: built-in ImageGen, 2026-08-28; independent realistic digital illustration with no reference image; not a photograph.","<p>Also known as Thurlow Dog Park, this facility's official name is <strong>Pat Culhane Dog Park</strong>. The approximately 0.425-hectare off-leash park is at 427 Farnham Road, on the northeast corner of Maitland Drive and Farnham Road, with fenced areas for large and small dogs.</p>",,Fri Aug 28 2026 12:00:00 GMT+0000 (Coordinated Universal Time),Pat Culhane Dog Park (Thurlow) Guide | LeashFree.ca,"Plan a visit to Pat Culhane Dog Park in Belleville with its correct Farnham Road address, fenced small- and large-dog areas, size and current dog rules.","<p><strong>What is Thurlow Dog Park's official name?</strong></p><p>The City names the facility Pat Culhane Dog Park. It is also commonly listed as Thurlow Dog Park.</p>
<p><strong>Where is Pat Culhane Dog Park?</strong></p><p>It is at 427 Farnham Road, on the northeast corner of Maitland Drive and Farnham Road in Belleville.</p>
<p><strong>Is the dog park fenced?</strong></p><p>Yes. City construction records specify perimeter fencing for the dog park.</p>
<p><strong>Is there a separate small-dog area?</strong></p><p>Yes. The park has an interior separation for small dogs, creating distinct large- and small-dog sections.</p>
<p><strong>How large is Pat Culhane Dog Park?</strong></p><p>The current municipal park polygon is approximately 0.425 hectares, or about 1.05 acres.</p>
<p><strong>What are the operating hours?</strong></p><p>The City does not currently publish dedicated hours for this dog park. Follow posted opening, closing and temporary restriction signs at the site.</p>
<p><strong>Are water, bags, parking or washrooms available?</strong></p><p>The City does not publish a complete current amenity list for this site. Bring water and waste bags and verify parking and washroom options before relying on them.</p>","Use the appropriate fenced section, close gates behind you, keep your dog under control, carry a leash, remove waste immediately, and ensure dogs older than three months have a current Belleville licence and tag.",
Tom Campbell’s Hill Off-Leash Area,tom-campbells-hill-off-leash-area,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,683b175ca203281d544cc68f,false,false,Sat May 31 2025 14:51:08 GMT+0000 (Coordinated Universal Time),Sat May 31 2025 14:51:08 GMT+0000 (Coordinated Universal Time),Sun Jun 01 2025 00:16:54 GMT+0000 (Coordinated Universal Time),Tom Campbell’s Hill Off-Leash Area (NE Calgary),Leash Free,"<p>Perched atop one of Calgary's most scenic vantage points, Tom Campbell's Hill Off-Leash Dog Park offers breathtaking panoramic views of the downtown skyline and Bow River valley. This historic hilltop park features expansive natural grasslands that preserve the original prairie ecosystem, providing a rare glimpse into Calgary's natural heritage.</p>",25 St. George's Dr NE,,,Calgary,Alberta,T2E 5E4,No,No,"Natural prairie grass, gravel paths",18 hectares (44.5 acres),No,Yes,,Yes,,Dedicated lot off 11 Street NE,No,5:00 AM to 11:00 PM,,https://www.calgary.ca/parks/tom-campbells-hill.html,"https://www.google.com/maps/place/25+St+George's+Dr+NE,+Calgary,+AB+T2E+5E4","off-leash, natural grassland, panoramic views, NE Calgary, hilltop park","<p>The park's elevated position offers stunning city views, and its natural terrain provides varied environments for dogs to explore.</p>","<p>Tom Campbell’s Hill Off-Leash Area is a historic and scenic park in Calgary's northeast, offering expansive natural grasslands and panoramic views of the city skyline, making it a favorite spot for dog owners seeking both exercise and relaxation.</p>",,,,,,,
Totoredaca Dog Park,totoredaca-dog-park,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,6840af14bc5acaa581b816d4,false,false,Wed Jun 04 2025 20:39:48 GMT+0000 (Coordinated Universal Time),Wed Jun 04 2025 20:54:08 GMT+0000 (Coordinated Universal Time),Thu Jun 05 2025 00:31:39 GMT+0000 (Coordinated Universal Time),Totoredaca Dog Park (Leash-Free Dog Park),Leash Free,"<p>Totoredaca Dog Park is one of the largest and most diverse off-leash dog areas in Mississauga. Spanning over 3 acres, this fully fenced park features separate enclosures for large and small dogs, walking trails, shaded spots, and open grassy play zones. Its wide variety of terrain and well-maintained grounds make it a favourite among local dog owners.</p>",2715 Meadowvale Blvd,43.61015474,-79.77502676,Mississauga,Ontario,L5N 6P8,Yes,No,Grass,Unknown,Yes,Yes,Yes,Yes,Unknown,Yes,No,7:00 AM – 9:00 PM,,,"https://www.google.com/maps/place/Totoredaca+Dog+Park/@43.609712,-79.7777304,16z/data=!3m1!4b1!4m6!3m5!1s0x882b6ae54cb77f37:0x11a320f28d41f06a!8m2!3d43.6097081!4d-79.7751555!16s%2Fg%2F1tfry3fr?entry=ttu&g_ep=EgoyMDI1MDYwMi4wIKXMDSoASAFQAw%3D%3D","fenced, large park, small dog area, grass surface, shaded, benches, parking","<p id="""">This park is maintained by Leash-Free Mississauga and requires a membership for use. Membership ensures safety and upkeep.</p>","<p>Totoredaca Dog Park is a spacious and well-maintained leash-free zone in Mississauga, offering a safe and fun environment for both large and small dogs. With nearly four hectares of open space, shaded seating, and dedicated areas for small breeds, it’s a favorite among local dog owners.</p>",https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/6840b268d245de2f3ad3a732_Totoredaca%20Dog%20Park.jpg,,,,,,
Townsend Park,townsend-park-chilliwack,683758b0a3f8a696dfc417b0,683758b09dd1e3ac2e4e9809,68710978b825961cf7ebe776,false,false,Fri Jul 11 2025 12:54:16 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 14:10:08 GMT+0000 (Coordinated Universal Time),Fri Jul 11 2025 17:00:43 GMT+0000 (Coordinated Universal Time),Townsend Park | Chilliwack Park Guide,Community park,"<p>Townsend Park is a major Chilliwack community sports park with walking paths and large open lawn space, but it is not listed by the city as an official off-leash dog park.</p>",45130 Wolfe Road,49.1636,-121.9589,Chilliwack,British Columbia,V2P 1V6,Partial,No,"Grass sports fields, paved walking paths, and landscaped park space",Large community park,Unknown - verify on arrival,Yes,Some mature tree cover,Yes - verify exact placement on arrival,No city-confirmed dog dispensers noted,Yes,Park washrooms may be available seasonally - verify on arrival,Verify posted park hours on arrival,Check posted city notices for events and field use,https://www.chilliwack.com/main/page.cfm?id=945,https://www.google.com/maps/search/?api=1&query=45130+Wolfe+Road+Chilliwack+BC,"park-guide,chilliwack,sports-park,townsend-park","<p>Primary sources: https://www.chilliwack.com/main/page.cfm?id=945 and the City of Chilliwack off-leash dog areas page. Reviewed on July 31, 2026.</p>","<p>Townsend Park is one of Chilliwack&apos;s major community parks, with <strong>sports fields</strong>, a <strong>walking path</strong>, and a broad central green that supports events and everyday family recreation.</p>",,2026-07-31,Townsend Park | Chilliwack Park Guide | LeashFree.ca,"Source-backed guide to Townsend Park in Chilliwack, including current city park details, sports and trail amenities, and the fact that it is not listed as an official off-leash dog park.",,,
