Business Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Category,Province,City,Street Address,Latitude,Longitude,Primary Website URL,Affiliate URL,Phone,Email,Instagram URL,Facebook URL,Google Maps Link,Short Description,Long Description,Hours,Service Tags,Featured Image,Gallery,Feature Rank,CTA Label,SEO Title,Meta Description,OG Title,OG Description
Oakville Lakeshore Animal Hospital,oakville-lakeshore-animal-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,69023f601d99a87513654f69,false,false,Wed Oct 29 2025 16:22:56 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 16:23:07 GMT+0000 (Coordinated Universal Time),Fri Oct 31 2025 12:48:19 GMT+0000 (Coordinated Universal Time),veterinarians,on,oakville,"146 Lakeshore Road West, Unit 6B, Oakville, Ontario L6K 1E4",43.44387,-79.68290,https://oakvillelakeshorevet.com,,1 (905) 845-1560,info@oakvillelakeshorevet.com,,,,"Downtown Oakville veterinary clinic providing personalized preventive care, diagnostics, and surgery for dogs and cats.","<div data-rt-embed-type='true'><p><strong>Oakville Lakeshore Animal Hospital</strong> offers comprehensive veterinary care for dogs and cats in the heart of Downtown Oakville. Their services include wellness exams, vaccinations, dentistry, diagnostics, and surgery, all delivered in a friendly and stress-free environment.</p>
<p>Dedicated to compassionate care and community connection, the team focuses on helping pets thrive at every stage of life through modern medicine and preventive education.</p>
<p><em>Information verified via the clinic’s official website.</em></p></div>",<p>Mon – Fri: 8:00 AM – 6:00 PM</p><p>Sat: 8:00 AM – 1:00 PM</p><p>Sun: Closed</p>,,,,,Visit Website,"Oakville Lakeshore Animal Hospital – Veterinarian in Oakville, Ontario","Oakville Lakeshore Animal Hospital provides personalized veterinary care, surgery, and dentistry for dogs and cats in Downtown Oakville.",Oakville Lakeshore Animal Hospital | Downtown Oakville Vet,"Friendly, professional veterinary clinic offering comprehensive care for dogs and cats in Oakville."
Ontario SPCA and Humane Society,ontario-spca-and-humane-society,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fbe0e37336665e50fad7cf,false,false,Fri Oct 24 2025 20:26:11 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:29:24 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:37:27 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,on,stouffville,"16586 Woodbine Avenue, Stouffville, Ontario L4A 2W3",44.0028,-79.2948,https://ontariospca.ca,,(905) 898-7122,info@ospca.on.ca,,,,"A province-wide animal welfare organization offering adoption, rescue, and humane education services across Ontario.","<p>The Ontario SPCA and Humane Society is a leading provincial organization dedicated to animal protection, rescue, and education. Based in Stouffville, the Society partners with local communities to provide sheltering, adoption, and veterinary services to animals in need. Their outreach includes humane education, advocacy for stronger animal welfare laws, and mobile spay/neuter clinics that support underserved areas. The Ontario SPCA’s mission focuses on compassion, respect, and improving the lives of animals and people alike. (Information verified via Ontario SPCA official website.)</p>",<p>Monday–Friday 8:30 AM – 5 PM (closed weekends)</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbe410d38f4c56fcdac769_volunteer-comforting-rescue-dog-at-ontario-spca-shelter.jpg,,0,Visit Website,Ontario SPCA and Humane Society – Dog Adoption & Rescue in Stouffville,"Discover adoptable dogs and animal care programs at the Ontario SPCA and Humane Society, supporting animal welfare and adoption across Ontario.",,
Redemption Paws,redemption-paws,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fbfdae961ecd8eab15377d,false,false,Fri Oct 24 2025 22:29:02 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:29:05 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:37:27 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,on,toronto,"175 Longboat Avenue, Toronto, Ontario M5A 4C9",43.6486,-79.3609,https://redemptionpaws.org,,Not publicly listed,info@redemptionpaws.org,,,,A foster-based dog rescue helping displaced and at-risk dogs find loving homes across Ontario.,"<p>Redemption Paws is a Toronto-based, foster-driven rescue organization dedicated to helping dogs displaced by disaster, neglect, or hardship. Focused on compassion and ethical rescue practices, the team provides veterinary care, rehabilitation, and adoption coordination through a strong network of foster homes. By partnering with local communities and emergency networks, Redemption Paws ensures that every rescued dog receives the care and stability they need to start a new life. (Information verified via Redemption Paws official website.)</p>",<p>See website for hours.</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fbfda9bae5a1ec0526f853_foster-volunteer-cuddling-rescue-dog-in-toronto-home.jpg,,0,Visit Website,Redemption Paws – Dog Rescue & Adoption in Toronto,"Discover adoptable dogs through Redemption Paws, a Toronto-based foster network helping rescued dogs find safe and loving homes across Ontario.",,
Richview Animal Hospital,richview-animal-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928b8ecb7c82dbc9f0af555,false,false,Thu Nov 27 2025 20:47:40 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 20:47:40 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,etobicoke,"250 Wincott Drive, Etobicoke, Ontario M9R 2R5",,,https://www.richviewanimalhospital.ca/,,(416) 245-8805,reception@richviewanimalhospital.ca,,,https://www.google.com/maps?q=250%20Wincott%20Drive%2C%20Etobicoke%2C%20Ontario%20M9R%202R5,"Veterinary hospital offering preventive, medical, and surgical care.","<p id=""""><strong id="""">Richview Animal Hospital</strong> provides wellness care, dentistry, diagnostics, and surgery for dogs and cats in Etobicoke. (Information verified via Richview Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Richview Animal Hospital – Veterinarian in Etobicoke,Richview Animal Hospital provides preventive and medical veterinary services for pets in Etobicoke.,Richview Animal Hospital | Etobicoke Vet Clinic,"Discover Richview Animal Hospital, offering full veterinary care for cats and dogs."
River Grove Animal Hospital,river-grove-animal-hospital-mississauga,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928af07ed52ff408b1c34d1,false,false,Thu Nov 27 2025 20:05:27 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 20:32:45 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"1201 Britannia Road West, Unit 15, Mississauga, Ontario L5V 1N2",,,https://rivergroveanimalhospital.net/,,(905) 567-4677,,,,https://www.google.com/maps?q=1201%20Britannia%20Road%20West%2C%20Unit%2015%2C%20Mississauga%2C%20Ontario%20L5V%201N2,"Neighbourhood veterinary hospital in north Mississauga providing preventive, medical, and surgical care.","<p id=""""><strong id="""">River Grove Animal Hospital</strong> serves pets and families in north Mississauga with a focus on preventive care, diagnostics, and treatment. The hospital offers wellness exams, vaccinations, dentistry, surgery, and medical workups designed to support long-term pet health and comfort.</p><p id="""">(Information verified via River Grove Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,River Grove Animal Hospital – Veterinarian in North Mississauga,"River Grove Animal Hospital provides wellness care, diagnostics, surgery, and dentistry for pets in the River Grove and north Mississauga area.",River Grove Animal Hospital | North Mississauga Vet Clinic,"Discover River Grove Animal Hospital, a veterinary practice offering preventive, medical, and surgical care for pets in north Mississauga."
Robinson Pet Hospital,robinson-pet-hospital-milton,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928a7a88e9db4397bca2623,false,false,Thu Nov 27 2025 19:34:00 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:34:00 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:35:19 GMT+0000 (Coordinated Universal Time),veterinarians,on,milton,"724 Main Street East, Milton, Ontario L9T 3P6",43.523975,-79.87096,https://robinsonpethospital.ca/,,(905) 876-4636,robinsonpethospital@gmail.com,,,https://www.google.com/maps?q=724%20Main%20Street%20East%20Milton%20Ontario%20L9T%203P6,"Established veterinary hospital on Main Street East providing comprehensive medical, surgical, and preventive care for pets in Milton.","<p id=""""><strong id="""">Robinson Pet Hospital</strong> is a long-standing veterinary clinic on Main Street East in Milton that welcomes dogs and cats for full-service care. The hospital offers wellness and vaccination programs, internal medicine, surgery, dental care, and nutritional counselling, supported by in-house diagnostics. Its team emphasizes respectful, compassionate service and works closely with pet owners to explain treatment options and ongoing home care. Robinson Pet Hospital also provides convenient appointment booking and educational resources to help families stay informed about their pets’ health.</p><p id="""">(Information verified via Robinson Pet Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Robinson Pet Hospital – Veterinarian in Milton,"Robinson Pet Hospital in Milton, Ontario offers full-service veterinary care, including wellness exams, surgery, dentistry, and medical services for dogs and cats.",Robinson Pet Hospital | Milton Vet Clinic,"Learn about Robinson Pet Hospital, a Main Street East veterinary clinic providing comprehensive medical, surgical, and preventive care for Milton pets."
Royal Ford Veterinary Hospital,royal-ford-veterinary-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,69023e6cbd7befd14538a428,false,false,Wed Oct 29 2025 16:18:52 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 16:19:17 GMT+0000 (Coordinated Universal Time),Fri Oct 31 2025 12:48:19 GMT+0000 (Coordinated Universal Time),veterinarians,on,oakville,"610 Ford Drive, Unit 3, Oakville, Ontario L6J 7V7",43.47079,-79.64844,https://royalfordvet.com,,,info@royalfordvet.com,,,"https://www.google.com/maps?q=610+Ford+Drive,+Unit+3,+Oakville,+Ontario+L6J+7V7","Modern veterinary hospital in Oakville providing compassionate preventive care, diagnostics, and surgery for dogs and cats.","<div data-rt-embed-type='true'><p><strong>Royal Ford Veterinary Hospital</strong> offers a full range of veterinary services, including preventive health exams, vaccinations, dentistry, diagnostics, and surgical care for dogs and cats. The hospital’s team emphasizes gentle handling, transparent communication, and individualized treatment for every pet.</p><p>Located in Southeast Oakville, Royal Ford Veterinary Hospital is known for its modern facilities and caring, community-oriented approach to veterinary medicine.</p><p><em>Information verified via the clinic’s official website.</em></p></div>",<p>Mon – Fri: 8:00 AM – 6:00 PM</p><p>Sat: 8:00 AM – 1:00 PM</p><p>Sun: Closed</p>,,,,,Visit Website,"Royal Ford Veterinary Hospital – Veterinarian in Oakville, Ontario","Royal Ford Veterinary Hospital offers preventive care, surgery, and diagnostics in a modern facility serving Southeast Oakville.",Royal Ford Veterinary Hospital | Oakville Vet,"Modern veterinary care for dogs and cats in Southeast Oakville. Personalized, compassionate, and professional."
Royal York Animal Hospital,royal-york-animal-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928b8ece0efe38577d39a8b,false,false,Thu Nov 27 2025 20:47:40 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 20:47:40 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,etobicoke,"4222 Dundas Street West, Etobicoke, Ontario M8X 1Y6",,,https://www.royalyorkah.ca/,,(416) 231-9293,info@royalyorkah.ca,,,https://www.google.com/maps?q=4222%20Dundas%20Street%20West%2C%20Etobicoke%2C%20Ontario%20M8X%201Y6,AAHA-accredited veterinary hospital offering full-service pet care.,"<p id=""""><strong id="""">Royal York Animal Hospital</strong> provides comprehensive veterinary care including diagnostics, surgery, dentistry, and wellness services. (Information verified via Royal York Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Royal York Animal Hospital – Veterinarian in Etobicoke,Royal York Animal Hospital offers accredited veterinary care for cats and dogs in Etobicoke.,Royal York Animal Hospital | Etobicoke Vet Clinic,"Learn about Royal York Animal Hospital, providing AAHA-accredited care for pets."
Second Chance Animal Rescue Society (SCARS),second-chance-animal-rescue-society-scars,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fbff7a5861a44005dbc2a0,false,false,Fri Oct 24 2025 22:36:42 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 22:39:59 GMT+0000 (Coordinated Universal Time),Sat Oct 25 2025 02:43:28 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,ab,edmonton,"8807 101 Street NW, Edmonton, Alberta T6E 3A8",53.5185,-113.4877,https://www.scarscare.ca,,1 (780) 466-5970,info@scarscare.ca,,,,"A volunteer-based rescue organization helping neglected, homeless, and injured animals across Alberta.","<p>Second Chance Animal Rescue Society (SCARS) is a dedicated volunteer-run organization that rescues, rehabilitates, and rehomes animals in need across northern Alberta. Partnering with rural and Indigenous communities, SCARS focuses on outreach, spay/neuter initiatives, and education to reduce pet overpopulation. Their compassionate foster network provides safe, temporary homes until each animal finds a loving family. SCARS is known for its commitment to giving animals the second chance they deserve. (Information verified via SCARS official website.)</p>",<p>See website for hours.</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc003af7a9ab1b2e395e25_volunteer-holding-rescued-puppy-at-alberta-animal-rescue.jpg,,0,Visit Website,"Second Chance Animal Rescue Society (SCARS) – Dog Rescue in Edmonton, Alberta","Adopt or foster a dog through Second Chance Animal Rescue Society (SCARS), helping neglected and homeless pets across northern Alberta find safety and care.",,
Senior Animals In Need Today Society (SAINTS),senior-animals-in-need-today-society-saints,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fc3dc7d1d85b6f091d43c3,false,false,Sat Oct 25 2025 03:02:31 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 14:22:46 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 15:29:59 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,bc,mission,"33860 Dlugosh Avenue, Mission, British Columbia V2V 6B2",49.1532,-122.2876,https://www.saintsrescue.ca,https://info@saintsrescue.ca,1 (604) 826-2440,info@saintsrescue.ca,,,,"Provides sanctuary, medical care, and love to senior and special needs animals in British Columbia.","<p>Senior Animals In Need Today Society (SAINTS) is a Mission-based sanctuary devoted to the lifelong care of senior and special needs animals. Founded on compassion and dignity, SAINTS provides medical treatment, comfort, and a peaceful environment for animals who may not be adoptable due to age or health. The organization relies on volunteers and donations to maintain its farm-like sanctuary where every animal lives out their golden years in comfort and love. (Information verified via SAINTS Rescue official website.)</p>",<p>Monday–Friday 10 AM – 4 PM (visits by appointment)</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68fc3dc086f6b5187f9b8b50_volunteer-comforting-elderly-rescue-dog-at-saints-sanctuary-mission-bc.jpg,,0,Visit Website,"SAINTS Rescue – Senior Animal Sanctuary in Mission, BC","Discover SAINTS Rescue in Mission, BC - a compassionate sanctuary providing lifelong care for senior and special needs animals across British Columbia.",,
South Etobicoke Animal Hospital,south-etobicoke-animal-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928bed7ec26022a0e4b21ad,false,false,Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,etobicoke,"741 The Queensway, Etobicoke, Ontario M8Z 1M8",,,https://innovovet.ca/south-etobicoke-animal-hospital/,,(416) 201-9123,info@seah.ca,,,https://www.google.com/maps?q=741%20The%20Queensway%2C%20Etobicoke%2C%20Ontario%20M8Z%201M8,Local animal hospital providing full-service veterinary care in South Etobicoke.,"<p id=""""><strong id="""">South Etobicoke Animal Hospital</strong> offers comprehensive veterinary services including wellness exams, diagnostics, surgery, and preventive care for pets in South Etobicoke. (Information verified via South Etobicoke Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,South Etobicoke Animal Hospital – Veterinarian in Etobicoke,"South Etobicoke Animal Hospital provides wellness, surgical, and preventive veterinary services for pets in Etobicoke.",South Etobicoke Animal Hospital | Etobicoke Vet Clinic,"Learn about South Etobicoke Animal Hospital, offering full-service veterinary care for local pets."
Southdown Animal Clinic,southdown-animal-clinic-mississauga,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928ab40f46c1e1c05963a43,false,false,Thu Nov 27 2025 19:49:20 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:58:39 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"2106 Truscott Drive, Mississauga, Ontario L5J 2A6",,,https://www.southdownanimalclinic.com/,,(905) 823-3900,,,,https://www.google.com/maps?q=2106%20Truscott%20Drive%2C%20Mississauga%2C%20Ontario%20L5J%202A6,"Veterinary clinic in south Mississauga providing care for dogs, cats, and pocket pets, including medical, surgical, and dental services.","<p id=""""><strong id="""">Southdown Animal Clinic</strong> is a long-standing veterinary practice in south Mississauga that cares for dogs, cats, rabbits, guinea pigs, ferrets, and other small companion animals. The clinic provides preventive wellness care, diagnostics, surgery, dentistry, and treatment for a wide range of medical conditions. Its team highlights compassionate, thorough care and works with owners to tailor health plans that consider a pet’s species, age, and lifestyle. Located near Southdown Road and Truscott Drive, Southdown Animal Clinic serves families in Clarkson, Lorne Park, and surrounding neighbourhoods.</p><p id="""">(Information verified via Southdown Animal Clinic official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Southdown Animal Clinic – Veterinarian in Mississauga,"Southdown Animal Clinic in Mississauga offers veterinary care for dogs, cats, and pocket pets, including wellness exams, surgery, dentistry, and diagnostics.",Southdown Animal Clinic | Mississauga Vet Clinic,"Learn about Southdown Animal Clinic, a south Mississauga veterinary clinic providing comprehensive medical and preventive care for a variety of companion animals."
Southeast Oakville Vet,southeast-oakville-vet,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,69023c8e70ce40c12b171c6e,false,false,Wed Oct 29 2025 16:10:54 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 16:20:09 GMT+0000 (Coordinated Universal Time),Fri Oct 31 2025 12:48:19 GMT+0000 (Coordinated Universal Time),veterinarians,on,oakville,"584 Ford Drive, Oakville, Ontario L6J 0A4",43.46649,-79.65733,https://southeastoakvillevet.ca/,,1 (905) 338-6541,info@southeastoakvillevet.ca,https://www.instagram.com/southeastoakvillevet/,https://www.facebook.com/southeastoakvillevet/,"https://www.google.com/maps?q=584+Ford+Drive,+Oakville,+Ontario+L6J+0A4","Boutique veterinary clinic in Southeast Oakville providing personalized wellness, diagnostic, and surgical care for dogs and cats.","<div data-rt-embed-type='true'><p><strong>Southeast Oakville Vet</strong> offers a modern, boutique-style veterinary experience for dogs and cats. The clinic provides comprehensive medical care, including preventive wellness exams, diagnostics, dentistry, and surgery, all tailored to the unique needs of each pet.</p><p>Their compassionate team emphasizes client education, comfort, and a stress-free environment for pets and their owners alike.</p><p><em>Information verified via the clinic’s official website.</em></p></div>","<p id="""">Mon – Fri: 8:00 AM – 6:00 PM<br>Sat: 8:00 AM – 12:00 PM<br>Sun: Closed</p>",,,,,Visit Website,"Southeast Oakville Vet – Veterinarian in Oakville, Ontario","Southeast Oakville Vet offers personalized veterinary care, diagnostics, and surgery for dogs and cats in a welcoming, modern clinic.",Southeast Oakville Vet | Oakville Veterinary Clinic,"Boutique veterinary clinic providing compassionate care for dogs and cats in Oakville. Image Alt (Featured): Veterinarian caring for a small dog in a bright, modern clinic at Southeast Oakville Vet."
Streetsville Animal Hospital,streetsville-animal-hospital-mississauga,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928ab40516e8b512d49ac51,false,false,Thu Nov 27 2025 19:49:20 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 19:58:39 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,mississauga,"154 Queen Street South, Unit 122, Mississauga, Ontario L5M 2P4",,,https://www.streetsvilleah.com/,,(905) 567-0351,,,,https://www.google.com/maps?q=154%20Queen%20Street%20South%2C%20Unit%20122%2C%20Mississauga%2C%20Ontario%20L5M%202P4,"Long-established companion animal hospital in Streetsville providing preventive, medical, and surgical care for pets.","<p id=""""><strong id="""">Streetsville Animal Hospital</strong> is an independently owned veterinary clinic that has been serving pets and families in Streetsville and surrounding Mississauga communities for decades. The hospital offers preventive health care, medical and surgical services, dental care, diagnostics, and nutritional counselling for dogs and cats. Its veterinary team emphasizes continuity of care, aiming to build long-term relationships with clients and to follow pets through every life stage. Conveniently located on Queen Street South, Streetsville Animal Hospital is a neighbourhood option for pet owners seeking a community-focused practice.</p><p id="""">(Information verified via Streetsville Animal Hospital official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Streetsville Animal Hospital – Veterinarian in Mississauga,"Streetsville Animal Hospital in Mississauga provides preventive care, medical treatment, surgery, and dental services for dogs and cats in the Streetsville area.",Streetsville Animal Hospital | Mississauga Vet Clinic,"Learn about Streetsville Animal Hospital, a long-established neighbourhood veterinary clinic offering full-service care for pets in Streetsville and west Mississauga."
Tansley Woods Veterinary Hospital,tansley-woods-veterinary-hospital,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fcc378e3aaf663f350edbc,false,false,Sat Oct 25 2025 12:32:56 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 14:21:37 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 15:29:59 GMT+0000 (Coordinated Universal Time),veterinarians,on,burlington,"2025 William O’Connell Blvd, Burlington, Ontario L7M 4E4",43.384342006956274,-79.80161854556228,https://tansleywoods.ca/,,1 (905) 331-1870,See website,,https://www.facebook.com/TansleyWoodsVeterinaryHospital/,https://www.google.com/maps?q=2025%20William%20O%E2%80%99Connell%20Blvd%2C%20Burlington%2C%20Ontario%20L7M%204E4,"Neighbourhood veterinary clinic offering wellness care, dentistry, diagnostics and surgery.","<p id=""""><strong id="""">Tansley Woods Veterinary Hospital</strong> delivers friendly neighbourhood care including wellness, dentistry, diagnostics and surgery, with convenient weekday and Saturday hours.</p>","<p id="""">Mon–Thu: 8:00 AM – 6:00 PM; Fri: 8:30 AM – 6:00 PM; Sat: 8:30 AM – 12:00 PM; Sun: Closed</p>",,,,100,Visit Website,"Tansley Woods Veterinary Hospital – Veterinarian in Burlington, Ontario","Tansley Woods Veterinary Hospital offers wellness care, dentistry, diagnostics and surgery for pets in Burlington.",Tansley Woods Veterinary Hospital,Compassionate neighborhood vet care for cats and dogs in Burlington.
Toronto Humane Society,toronto-humane-society,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68f7a09aa2510b5704801da2,false,false,Tue Oct 21 2025 15:02:50 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 19:38:22 GMT+0000 (Coordinated Universal Time),Fri Oct 24 2025 19:51:56 GMT+0000 (Coordinated Universal Time),animal-shelters-and-rescues,on,toronto,"11 River Street, Toronto, Ontario M5A 4C2",,,https://www.torontohumanesociety.com,,(416) 392-2273,mailto:adoption@torontohumanesociety.com,,,,A leading Toronto charity helping animals find loving homes and offering veterinary and community services.,"<p id="""">Toronto Humane Society provides caring shelter, adoption services, and community programs that help pets and people across Toronto. From in-shelter care to foster support and education, the organization focuses on humane outcomes and responsible pet guardianship. Visitors can explore adoptable animals online and in person at the River Street location. (Information verified via Toronto Humane Society official website.)</p>",<p>See website for updated hours; adoption applications begin during open hours.</p>,,https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68f64bddbf5a975a35fedd01_animal-shelter-volunteer-cuddling-rescue-dog-canada.jpg,,,Visit Website,Toronto Humane Society – Dog Adoption & Rescue in Toronto,"Explore dogs for adoption at Toronto Humane Society. A dedicated charity offering compassionate care, rescue, and community programs across the GTA.",,
Toronto Veterinary Clinic,toronto-veterinary-clinic-etobicoke,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,6928bed7e8a28fdb5bfa0437,false,false,Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Nov 27 2025 21:12:55 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 18:20:50 GMT+0000 (Coordinated Universal Time),veterinarians,on,etobicoke,"2459 Lake Shore Boulevard West, Etobicoke, Ontario M8V 1C5",,,https://torontoveterinaryclinic.com/,,(416) 817-9955,,,,https://www.google.com/maps?q=2459%20Lake%20Shore%20Boulevard%20West%2C%20Etobicoke%2C%20Ontario%20M8V%201C5,"Veterinary clinic offering medical, surgical, and preventive care in Etobicoke.","<p id=""""><strong id="""">Toronto Veterinary Clinic</strong> provides comprehensive veterinary services for dogs and cats, including routine exams, diagnostics, surgery, and wellness care. (Information verified via Toronto Veterinary Clinic official website.)</p>","<p id="""">See website for hours.</p>",,,,100,Visit Website,Toronto Veterinary Clinic – Veterinarian in Etobicoke,"Toronto Veterinary Clinic offers full-service veterinary care including exams, surgery, and preventive health services in Etobicoke.",Toronto Veterinary Clinic | Etobicoke Vet Clinic,"Discover Toronto Veterinary Clinic, providing comprehensive veterinary care for pets in Etobicoke."
Upper Middle Road Animal Hospital,upper-middle-road-animal-hospital-burlington,68f3eb26d7ca3dac6e94b96d,683758b09dd1e3ac2e4e9809,68fcc378d2fb5e16350c06f4,false,false,Sat Oct 25 2025 12:32:56 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 14:21:45 GMT+0000 (Coordinated Universal Time),Wed Oct 29 2025 15:29:59 GMT+0000 (Coordinated Universal Time),veterinarians,on,burlington,"1450 Headon Rd, Unit 3, Burlington, Ontario L7M 3Z5",43.37324,-79.80970,https://www.uppermiddlevet.ca/,,(905) 635-2428,reception@uppermiddlevet.ca,,,https://www.google.com/maps?q=1450%20Headon%20Rd%2C%20Unit%203%2C%20Burlington%2C%20Ontario%20L7M%203Z5,Neighbourhood animal hospital offering general practice veterinary care in Burlington.,"<p id=""""><strong id="""">Upper Middle Road Animal Hospital</strong> is a general practice clinic offering wellness care, vaccinations and routine surgery for cats and dogs in Burlington’s Headon Forest area.</p>",<p>Mon–Fri: 12:00 PM – 5:00 PM; Sat: 10:00 AM – 2:00 PM; Sun: Closed</p>,,,,100,Visit Website,"Upper Middle Road Animal Hospital – Veterinarian in Burlington, Ontario","General practice veterinary care in Burlington including wellness exams, vaccines and client support.",Upper Middle Road Animal Hospital | Burlington,Neighbourhood veterinary care for dogs and cats in Burlington.
