priority,collection,item_name,item_slug,field_name,current_page_path,original_webflow_url,current_status,reason,owner_action_needed
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://www.youtube.com/embed/JWopd1m6_h0","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://youtu.be/jbYYyESCvcA?si=Sqg-M2yxGFFdDafX","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dealing with Separation Anxiety in Dogs","dealing-with-separation-anxiety-in-dogs","Rich Text Body","/blog/dealing-with-separation-anxiety-in-dogs/","https://www.youtube.com/embed/jbYYyESCvcA","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://leashfree.ca/dog-breeds/beagle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://leashfree.ca/dog-breeds/labrador-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://leashfree.ca/dog-breeds/border-collie","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e196d3b7860f6623f96991_diy-halloween-dog-costumes-examples-2-leashfree-2880x1488.jpg","published / medium","Copied but retained for launch review because confidence is not high or owner review is flagged.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://leashfree.ca/dog-breeds/miniature-pinscher","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://leashfree.ca/dog-breeds/golden-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://leashfree.ca/dog-breeds/cocker-spaniel","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","DIY Dog Halloween Costumes You Can Make at Home","diy-halloween-dog-costumes","Rich Text Body","/blog/diy-halloween-dog-costumes/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e19726bac9120c0c52a90e_diy-halloween-dog-costumes-examples-1-leashfree-2880x1488.jpg","published / medium","Copied but retained for launch review because confidence is not high or owner review is flagged.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","/blog/dog-age-calculator/","http://www.w3.org/2000/svg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","/blog/dog-age-calculator/","https://leashfree.ca/dog-breeds","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","/blog/dog-age-calculator/","https://leashfree.ca/dog-breeds/yorkshire-terrier","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","/blog/dog-age-calculator/","https://leashfree.ca/dog-breeds/great-dane","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","/blog/dog-age-calculator/","https://leashfree.ca/dog-breeds/labrador-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Age Calculator","dog-age-calculator","Rich Text Body","/blog/dog-age-calculator/","https://leashfree.ca/dog-breeds/german-shepherd","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","/blog/dog-insurance-waiting-periods-canada/","https://www.canadianveterinarians.net","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","/blog/dog-insurance-waiting-periods-canada/","https://trupanion.com/canada","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","/blog/dog-insurance-waiting-periods-canada/","https://www.petsplusus.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Dog Insurance Waiting Periods Explained","dog-insurance-waiting-periods-canada","Rich Text Body","/blog/dog-insurance-waiting-periods-canada/","https://www.fetchpet.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Halloween Safety Tips for Dogs","halloween-dog-safety-tips","Rich Text Body","/blog/halloween-dog-safety-tips/","https://leashfree.ca/blog/dealing-with-separation-anxiety-in-dogs","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How Cold Is Too Cold for a Dog Walk?","how-cold-is-too-cold-for-a-dog-walk","Rich Text Body","/blog/how-cold-is-too-cold-for-a-dog-walk/","https://leashfree.ca/dog-breeds/siberian-husky","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How Cold Is Too Cold for a Dog Walk?","how-cold-is-too-cold-for-a-dog-walk","Rich Text Body","/blog/how-cold-is-too-cold-for-a-dog-walk/","https://leashfree.ca/dog-breeds/golden-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How Cold Is Too Cold for a Dog Walk?","how-cold-is-too-cold-for-a-dog-walk","Rich Text Body","/blog/how-cold-is-too-cold-for-a-dog-walk/","https://leashfree.ca/dog-breeds/labrador-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How Cold Is Too Cold for a Dog Walk?","how-cold-is-too-cold-for-a-dog-walk","Rich Text Body","/blog/how-cold-is-too-cold-for-a-dog-walk/","https://leashfree.ca/dog-breeds/weimaraner","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Rich Text Body","/blog/how-to-choose-the-right-dog-park-for-your-pup/","https://leashfree.ca/blog/blog-dog-park-etiquette-canada","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Rich Text Body","/blog/how-to-choose-the-right-dog-park-for-your-pup/","https://leashfree.ca/dog-breeds/border-collie","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Rich Text Body","/blog/how-to-choose-the-right-dog-park-for-your-pup/","https://leashfree.ca/dog-breeds/labrador-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Rich Text Body","/blog/how-to-choose-the-right-dog-park-for-your-pup/","https://leashfree.ca/dog-breeds/australian-shepherd","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","How to Choose the Right Dog Park for Your Pup","how-to-choose-the-right-dog-park-for-your-pup","Rich Text Body","/blog/how-to-choose-the-right-dog-park-for-your-pup/","https://leashfree.ca/dog-parks","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","/blog/is-dog-insurance-worth-it-canada/","https://www.canadianveterinarians.net","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","/blog/is-dog-insurance-worth-it-canada/","https://ovc.uoguelph.ca","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","/blog/is-dog-insurance-worth-it-canada/","https://trupanion.com/canada","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Is Dog Insurance Worth It in Canada?","is-dog-insurance-worth-it-canada","Rich Text Body","/blog/is-dog-insurance-worth-it-canada/","https://www.statista.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Is It Ever Too Late to Socialize a Dog?","is-it-ever-too-late-to-socialize-a-dog","Additional Images (Optional)","/blog/is-it-ever-too-late-to-socialize-a-dog/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68ec282e1b26c972092f5812_is-it-ever-too-late-to-socialize-a-dog-hero-leashfree-2880x1488.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/havanese","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/maltese","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/miniature-schnauzer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/poodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/portuguese-water-dog","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/lagotto-romagnolo","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/standard-schnauzer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/soft-coated-wheaten-terrier","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/poodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/standard-schnauzer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/airedale-terrier","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/goldendoodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/labradoodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/dog-breeds/bernedoodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://Cavapoo","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/breed-groups/terrier-dogs","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Low-Shedding Dog Breeds for Allergy Sufferers (Canada Edition)","low-shedding-dog-breeds-for-allergy-sufferers","Rich Text Body","/blog/low-shedding-dog-breeds-for-allergy-sufferers/","https://leashfree.ca/breed-groups/non-sporting-dogs","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","The 7-7-7 Rule for Puppies","the-7-7-7-rule-for-puppies","Rich Text Body","/blog/the-7-7-7-rule-for-puppies/","https://leashfree.ca/blog-categories/training-behavior","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Tips for Living with Dogs if You Have Allergies","tips-for-living-with-dogs-if-you-have-allergies","Rich Text Body","/blog/tips-for-living-with-dogs-if-you-have-allergies/","https://leashfree.ca/dog-breeds/poodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Tips for Living with Dogs if You Have Allergies","tips-for-living-with-dogs-if-you-have-allergies","Rich Text Body","/blog/tips-for-living-with-dogs-if-you-have-allergies/","https://leashfree.ca/dog-breeds/bichon-frise","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/city/toronto","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/high-park","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/cherry-beach-clarke-beach-park","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/trinity-bellwoods-park","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/sunnybrook-park","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/sherwood-park","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/allan-gardens","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/cedarvale-park","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/riverdale-off-leash-area","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/dog-parks/bickford-park","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/city/toronto","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 10 Off-Leash Dog Parks in Toronto","top-10-off-leash-dog-parks-in-toronto","Rich Text Body","/blog/top-10-off-leash-dog-parks-in-toronto/","https://leashfree.ca/city/toronto","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/labrador-retriever","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/beagle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/search?query=Welsh+Corgi","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/dachshund","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e18fb90798b9f0ec419a1d_halloween-ghost-wizard-dragon-dog-costumes-leashfree-2880x1488.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/boxer","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/australian-shepherd","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/cavalier-king-charles-spaniel","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e190d122937d9bede4fa0d_halloween-vampire-skeleton-duo-dog-costumes-leashfree-2880x1488.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/french-bulldog","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/puggle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://cdn.prod.website-files.com/683758b09dd1e3ac2e4e980a/68e191ca715f79d3ce7d7f27_halloween-gentleman-movie-owner-dog-costumes-leashfree-2880x1488.jpg","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/goldendoodle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/shih-tzu","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-breeds/miniature-pinscher","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Top 15 Halloween Dog Costume Ideas for 2025","halloween-dog-costume-ideas-2025","Rich Text Body","/blog/halloween-dog-costume-ideas-2025/","https://leashfree.ca/dog-parks","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","/blog/trending-dog-names-2025/","https://cdn.prod.website-files.com/68372338721aeb8fdc075798/68b7026d6757555826cb5529_top-1000-dog-names-2025-leashfree%20(2","published / medium","Copied but retained for launch review because confidence is not high or owner review is flagged.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","/blog/trending-dog-names-2025/","https://www.akc.org/press-releases/move-max-american-kennel-club-reveals-popular-dog-names-2024/?utm_source=chatgpt.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","/blog/trending-dog-names-2025/","https://www.prnewswire.com/news-releases/rover-releases-most-popular-pet-names-and-trends-of-2024-302320814.html?utm_source=chatgpt.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","/blog/trending-dog-names-2025/","https://www.prnewswire.com/news-releases/rover-releases-most-popular-pet-names-and-trends-of-2024-302320814.html?utm_source=chatgpt.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Trending Dog Names for 2025","trending-dog-names-2025","Rich Text Body","/blog/trending-dog-names-2025/","https://www.thesun.ie/fabulous/14941544/ireland-puppy-names-dog-pets-animals-owners/?utm_source=chatgpt.com","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
"duplicate_or_optional","Blog Posts","Winter Dog Care Tips","winter-dog-care-tips-canada","Rich Text Body","/blog/winter-dog-care-tips-canada/","https://leashfree.ca/dog-breeds/beagle","missing / none","No source media file matched this tracker row.","No launch-blocking action; review after preview QA."
